source,title,breed,gender,age,price_mad,location,url
ehorses.com,"Wuerttemberg, Stallion, 2 years, 15,2 hh, Chestnut-Red",Wuerttemberg,Stallion,2 years,80250,"Bramsche, DE",https://www.ehorses.com/wuerttemberg-stallion-2years-152-hh-chestnut-red-showhunter-showjumpers-bramsche/4731526.html
ehorses.com,"Icelandic Horse, Mare, 12 years, 13,2 hh, Brown",Icelandic Horse,Mare,12 years,192600,"Teisendorf, DE",https://www.ehorses.com/icelandic-horse-mare-12years-132-hh-brown-gaitedhorses-breedinghorses-leisurehorses-teisendorf/4740705.html
ehorses.com,"Oldenburg, Gelding, 7 years, Chestnut-Red",Oldenburg,Gelding,7 years,187250,"WilnsdorfWilnsdorf, DE",https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html
ehorses.com,"Belgian Warmblood, Mare, 11 years, 17 hh, Brown",Belgian Warmblood,Mare,11 years,187250,"Wilnsdorf, DE",https://www.ehorses.com/belgian-warmblood-mare-11years-17-hh-brown-dressagehorses-leisurehorses-wilnsdorf/4697752.html
ehorses.com,"Welsh B, Mare, 13 years, 11,2 hh, Brown-Light",Welsh B,Mare,13 years,26750,"Nieuw-Vennep, NL",https://www.ehorses.com/welsh-b-mare-13years-112-hh-brown-light-leisurehorses-carriagehorses-nieuw-vennep/4744675.html
ehorses.com,"Hanoverian, Gelding, 7 years, 16,2 hh, Chestnut-Red",Hanoverian,Gelding,7 years,101650,"Yvelines, FR",https://www.ehorses.com/hanoverian-gelding-7years-162-hh-chestnut-red-dressagehorses-yvelines/4749732.html
ehorses.com,"German Riding Pony, Gelding, 2 years, 14,1 hh, Dun",German Riding Pony,Gelding,2 years,80250,"Wegeleben, DE",https://www.ehorses.com/german-riding-pony-gelding-2years-141-hh-dun-dressagehorses-showjumpers-leisurehorses-carriagehorses-wegeleben/4749656.html
ehorses.com,"Oldenburg-International (OS), Mare, 1 year, 13,1 hh, Bay-Dark",Oldenburg-International (OS),Mare,1 year,48150,"Löningen, DE",https://www.ehorses.com/oldenburg-international-os-mare-1year-131-hh-bay-dark-showjumpers-breedinghorses-loeningen/4579160.html
ehorses.com,"Oldenburg-International (OS), Mare, 16 years, 16,2 hh, Chestnut",Oldenburg-International (OS),Mare,16 years,138030,"Löningen, DE",https://www.ehorses.com/oldenburg-international-os-mare-16years-162-hh-chestnut-breedinghorses-showjumpers-loeningen/4580122.html
ehorses.com,"Arabian horses, Mare, 1 year, 15 hh, Chestnut-Red",Arabian horses,Mare,1 year,133750,"Gemünden (Felda), DE",https://www.ehorses.com/arabian-horses-mare-1year-15-hh-chestnut-red-leisurehorses-endurancehorses-breedinghorses-dressagehorses-gemuenden-felda/4749664.html
ehorses.com,"PRE Mix, Mare, 4 years, 15,2 hh, Grey-Blue-Tan",PRE Mix,Mare,4 years,80250,"Aachen, DE",https://www.ehorses.com/pre-mare-4years-152-hh-grey-blue-tan-leisurehorses-aachen/4729484.html
ehorses.com,"Lusitano, Mare, 7 years, 15,2 hh, Brown",Lusitano,Mare,7 years,123049,"Martfeld, DE",https://www.ehorses.com/lusitano-mare-7years-152-hh-brown-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-martfeld/4704212.html
ehorses.com,"Hungarian Sport Horse, Gelding, 8 years, 16.1 hh, Grey",Hungarian Sport Horse,Gelding,8 years,133750,"Budapest, HU",https://www.ehorses.com/hungarian-sport-horse-gelding-8years-16-1-hh-grey-showjumpers-leisurehorses-dressagehorses-budapest/4742802.html
ehorses.com,"Hungarian Sport Horse, Gelding, 7 years, 16.1 hh, Chestnut",Hungarian Sport Horse,Gelding,7 years,105395,"Budapest, HU",https://www.ehorses.com/hungarian-sport-horse-gelding-7years-16-1-hh-chestnut-dressagehorses-showjumpers-leisurehorses-budapest/4738743.html
ehorses.com,"Latvian Warmblood, Mare, 6 years, 16 hh, Bay-Dark",Latvian Warmblood,Mare,6 years,160500,"Helsinki, FI",https://www.ehorses.com/latvian-warmblood-mare-6years-16-hh-bay-dark-showjumpers-dressagehorses-helsinki/4749774.html
ehorses.com,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",Hanoverian,Gelding,4 years,588500,"Coin, ES",https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html
ehorses.com,"German Sport Horse, Gelding, 8 years, 16.1 hh, Bay-Dark",German Sport Horse,Gelding,8 years,155150,"Grevenbroich, DE",https://www.ehorses.com/german-sport-horse-gelding-8years-16-1-hh-bay-dark-showjumpers-leisurehorses-dressagehorses-grevenbroich/4749777.html
