source,title,breed,gender,age,price_mad,location,url,description,full_text,breed_clean,gender_clean,age_clean,height_cm
ehorses.com,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",Hanoverian,Gelding,4 years,588500,"Coin, ES",https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red ",Hanoverian,Gelding,4.0,
ehorses.com,"Oldenburg, Gelding, 7 years, Chestnut-Red",Oldenburg,Gelding,7 years,187250,"WilnsdorfWilnsdorf, DE",https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,,"Oldenburg, Gelding, 7 years, Chestnut-Red ",Oldenburg,Gelding,7.0,
ehorses.com,"Westphalian, Mare, 7 years, 16.1 hh, Brown",Westphalian,Mare,7 years,117699,"Rheine, DE",https://www.ehorses.com/westphalian-mare-7years-16-1-hh-brown-dressagehorses-showjumpers-leisurehorses-rheine/4700285.html,,"Westphalian, Mare, 7 years, 16.1 hh, Brown ",Westphalian,Mare,7.0,
ehorses.com,"Holstein, Mare, 11 years, 16.1 hh, Grey",Holstein,Mare,11 years,267500,"Kollmar, DE",https://www.ehorses.com/holstein-mare-11years-16-1-hh-grey-showjumpers-kollmar/4748751.html,,"Holstein, Mare, 11 years, 16.1 hh, Grey ",Holsteiner,Mare,11.0,
ehorses.com,"Oldenburg, Mare, 6 years, 16 hh, Black",Oldenburg,Mare,6 years,171200,"Schwäbisch Hall, DE",https://www.ehorses.com/oldenburg-mare-6years-16-hh-black-dressagehorses-showjumpers-leisurehorses-schwaebisch-hall/4748315.html,,"Oldenburg, Mare, 6 years, 16 hh, Black ",Oldenburg,Mare,6.0,
ehorses.com,"Hanoverian, Mare, 4 years, 16 hh, Black",Hanoverian,Mare,4 years,347750,"Tornesch, DE",https://www.ehorses.com/hanoverian-mare-4years-16-hh-black-dressagehorses-tornesch/4748753.html,,"Hanoverian, Mare, 4 years, 16 hh, Black ",Hanoverian,Mare,4.0,
ehorses.com,"KWPN, Mare, 10 years, 16 hh, Black",KWPN,Mare,10 years,95230,"Nettetal, DE",https://www.ehorses.com/kwpn-mare-10years-16-hh-black-dressagehorses-breedinghorses-showjumpers-nettetal/4748744.html,,"KWPN, Mare, 10 years, 16 hh, Black ",KWPN,Mare,10.0,
ehorses.com,"Irish Thoroughbred, Mare, 7 years, Brown",Irish Thoroughbred,Mare,7 years,38520,"Norderstedt, DE",https://www.ehorses.com/irish-thoroughbred-mare-7years-brown-dressagehorses-leisurehorses-norderstedt/4697898.html,,"Irish Thoroughbred, Mare, 7 years, Brown ",Thoroughbred,Mare,7.0,
ehorses.com,"Arabian Partbred, Gelding, 7 years, 14.2 hh, Grey",Arabian Partbred,Gelding,7 years,80250,"Gomadingen, DE",https://www.ehorses.com/arabian-partbred-gelding-7years-14-2-hh-grey-leisurehorses-trailhorses-endurancehorses-eventinghorses-gomadingen/4748740.html,,"Arabian Partbred, Gelding, 7 years, 14.2 hh, Grey ",Arabian,Gelding,7.0,
ehorses.com,"Westphalian, Gelding, 4 years, 15.1 hh, Chestnut-Red",Westphalian,Gelding,4 years,107000,"Herten, DE",https://www.ehorses.com/westphalian-gelding-4years-15-1-hh-chestnut-red-dressagehorses-showjumpers-herten/4721245.html,,"Westphalian, Gelding, 4 years, 15.1 hh, Chestnut-Red ",Westphalian,Gelding,4.0,
ehorses.com,"KWPN, Mare, 6 years, 16.1 hh, Smoky-Black",KWPN,Mare,6 years,230049,"Goch, DE",https://www.ehorses.com/kwpn-mare-6years-16-1-hh-smoky-black-dressagehorses-breedinghorses-leisurehorses-goch/4664032.html,,"KWPN, Mare, 6 years, 16.1 hh, Smoky-Black ",KWPN,Mare,6.0,
ehorses.com,"Holstein, Mare, 16 years, 16,1 hh, Brown",Holstein,Mare,16 years,96300,"tingev, DK",https://www.ehorses.com/holstein-mare-16years-161-hh-brown-leisurehorses-tingev/4056412.html,,"Holstein, Mare, 16 years, 16,1 hh, Brown ",Holsteiner,Mare,16.0,
ehorses.com,"PRE Mix, Gelding, 7 years, 15,3 hh, Brown",PRE Mix,Gelding,7 years,144450,"Santa Olalla Del Cala, ES",https://www.ehorses.com/pre-gelding-7years-153-hh-brown-dressagehorses-leisurehorses-santa-olalla-del-cala/4715284.html,,"PRE Mix, Gelding, 7 years, 15,3 hh, Brown ",Andalusian,Gelding,7.0,
ehorses.com,"PRE, Mare, 5 years, Black",PRE,Mare,5 years,159430,"Klettgau, DE",https://www.ehorses.com/pre-mare-5years-black-dressagehorses-working-equitation-horses-breedinghorses-leisurehorses-klettgau/4170725.html,,"PRE, Mare, 5 years, Black ",Andalusian,Mare,5.0,
ehorses.com,"German Riding Pony, Mare, 11 years, 14,1 hh, Roan-Red",German Riding Pony,Mare,11 years,80250,"Gudensberg, DE",https://www.ehorses.com/german-riding-pony-mare-11years-141-hh-roan-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-gudensberg/4711214.html,,"German Riding Pony, Mare, 11 years, 14,1 hh, Roan-Red ",Pony,Mare,11.0,
ehorses.com,"PRE, Stallion, 3 years, 15,2 hh, Perlino",PRE,Stallion,3 years,133750,"Vejer de la Frontera, ES",https://www.ehorses.com/pre-stallion-3years-152-hh-perlino-breedinghorses-baroquehorses-leisurehorses-dressagehorses-vejer-de-la-frontera/4672064.html,,"PRE, Stallion, 3 years, 15,2 hh, Perlino ",Andalusian,Stallion,3.0,
ehorses.com,"Haflinger Mix, Gelding, 11 years, 15 hh, Chestnut-Red",Haflinger Mix,Gelding,11 years,63129,"Nettetal, DE",https://www.ehorses.com/haflinger-gelding-11years-15-hh-chestnut-red-leisurehorses-baroquehorses-westernhorses-carriagehorses-nettetal/4748667.html,,"Haflinger Mix, Gelding, 11 years, 15 hh, Chestnut-Red ",Haflinger,Gelding,11.0,
ehorses.com,"German Riding Pony, Stallion, 1 year, Chestnut",German Riding Pony,Stallion,1 year,37450,"Vreden, DE",https://www.ehorses.com/german-riding-pony-stallion-1year-chestnut-dressagehorses-vreden/4633196.html,,"German Riding Pony, Stallion, 1 year, Chestnut ",Pony,Stallion,,
ehorses.com,"PRE Mix, Stallion, 5 years, 16,1 hh, Bay-Dark",PRE Mix,Stallion,5 years,80250,"Galaroza (Huelva), ES",https://www.ehorses.com/pre-stallion-5years-161-hh-bay-dark-english-pleasure-leisurehorses-sire-dressagehorses-galaroza-huelva/4748699.html,,"PRE Mix, Stallion, 5 years, 16,1 hh, Bay-Dark ",Andalusian,Stallion,5.0,
ehorses.com,"Hanoverian, Mare, 13 years, 16,2 hh, Brown",Hanoverian,Mare,13 years,74900,"Minden, DE",https://www.ehorses.com/hanoverian-mare-13years-162-hh-brown-breedinghorses-minden/4721108.html,,"Hanoverian, Mare, 13 years, 16,2 hh, Brown ",Hanoverian,Mare,13.0,
ehorses.com,"Holstein, Mare, 3 years, 15,3 hh, Grey",Holstein,Mare,3 years,90950,"Nusse, DE",https://www.ehorses.com/holstein-mare-3years-153-hh-grey-showjumpers-nusse/4726445.html,,"Holstein, Mare, 3 years, 15,3 hh, Grey ",Holsteiner,Mare,3.0,
ehorses.com,"Holstein, Mare, 4 years, 16,1 hh, Bay-Dark",Holstein,Mare,4 years,160500,"Nusse, DE",https://www.ehorses.com/holstein-mare-4years-161-hh-bay-dark-dressagehorses-showjumpers-nusse/4682610.html,,"Holstein, Mare, 4 years, 16,1 hh, Bay-Dark ",Holsteiner,Mare,4.0,
ehorses.com,"Holstein, Mare, 9 years, 16,1 hh, Brown",Holstein,Mare,9 years,90950,"Nusse, DE",https://www.ehorses.com/holstein-mare-9years-161-hh-brown-breedinghorses-nusse/4652102.html,,"Holstein, Mare, 9 years, 16,1 hh, Brown ",Holsteiner,Mare,9.0,
ehorses.com,"Irish Thoroughbred, Gelding, 7 years, 16,1 hh, Chestnut",Irish Thoroughbred,Gelding,7 years,64199,"Stadl-Paura, AT",https://www.ehorses.com/irish-thoroughbred-gelding-7years-161-hh-chestnut-leisurehorses-eventinghorses-stadl-paura/4743724.html,,"Irish Thoroughbred, Gelding, 7 years, 16,1 hh, Chestnut ",Thoroughbred,Gelding,7.0,
ehorses.com,"Irish Thoroughbred, Gelding, 6 years, 16,1 hh, Bay-Dark",Irish Thoroughbred,Gelding,6 years,74900,"Stadl-Paura, AT",https://www.ehorses.com/irish-thoroughbred-gelding-6years-161-hh-bay-dark-leisurehorses-stadl-paura/4744518.html,,"Irish Thoroughbred, Gelding, 6 years, 16,1 hh, Bay-Dark ",Thoroughbred,Gelding,6.0,
ehorses.com,"Hanoverian, Mare, 4 years, 16,3 hh, Black",Hanoverian,Mare,4 years,53500,"Wolnzach, DE",https://www.ehorses.com/hanoverian-mare-4years-163-hh-black-dressagehorses-breedinghorses-wolnzach/4748680.html,,"Hanoverian, Mare, 4 years, 16,3 hh, Black ",Hanoverian,Mare,4.0,
ehorses.com,"Holstein, Gelding, 9 years, 16,3 hh, Bay-Dark",Holstein,Gelding,9 years,588500,"Issum, DE",https://www.ehorses.com/holstein-gelding-9years-163-hh-bay-dark-showjumpers-issum/4748632.html,,"Holstein, Gelding, 9 years, 16,3 hh, Bay-Dark ",Holsteiner,Gelding,9.0,
ehorses.com,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",Hanoverian,Gelding,4 years,588500,"Coin, ES",https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red ",Hanoverian,Gelding,4.0,
ehorses.com,"Oldenburg, Gelding, 7 years, Chestnut-Red",Oldenburg,Gelding,7 years,187250,"WilnsdorfWilnsdorf, DE",https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,,"Oldenburg, Gelding, 7 years, Chestnut-Red ",Oldenburg,Gelding,7.0,
ehorses.com,"Westphalian, Mare, 5 years, 17.2 hh, Bay-Dark",Westphalian,Mare,5 years,181900,"Sankt Augustin, DE",https://www.ehorses.com/westphalian-mare-5years-17-2-hh-bay-dark-dressagehorses-sankt-augustin/4734971.html,,"Westphalian, Mare, 5 years, 17.2 hh, Bay-Dark ",Westphalian,Mare,5.0,
ehorses.com,"Hanoverian, Gelding, 3 years, 16.2 hh, Bay-Dark",Hanoverian,Gelding,3 years,160500,"Sankt Augustin, DE",https://www.ehorses.com/hanoverian-gelding-3years-16-2-hh-bay-dark-dressagehorses-sankt-augustin/4735004.html,,"Hanoverian, Gelding, 3 years, 16.2 hh, Bay-Dark ",Hanoverian,Gelding,3.0,
ehorses.com,"Hanoverian, Mare, 5 years, 15.2 hh, Brown",Hanoverian,Mare,5 years,41730,"Sankt Augustin, DE",https://www.ehorses.com/hanoverian-mare-5years-15-2-hh-brown-leisurehorses-working-equitation-horses-breedinghorses-dressagehorses-sankt-augustin/4735187.html,,"Hanoverian, Mare, 5 years, 15.2 hh, Brown ",Hanoverian,Mare,5.0,
ehorses.com,"Westphalian, Mare, 4 years, 16.1 hh, Bay-Dark",Westphalian,Mare,4 years,53500,"Sankt Augustin, DE",https://www.ehorses.com/westphalian-mare-4years-16-1-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-sankt-augustin/4735412.html,,"Westphalian, Mare, 4 years, 16.1 hh, Bay-Dark ",Westphalian,Mare,4.0,
ehorses.com,"Oldenburg-International (OS), Gelding, 13 years, 16.1 hh, Chestnut",Oldenburg-International (OS),Gelding,13 years,32099,"Paris 17, FR",https://www.ehorses.com/oldenburg-international-os-gelding-13years-16-1-hh-chestnut-showjumpers-leisurehorses-paris-17/4721745.html,,"Oldenburg-International (OS), Gelding, 13 years, 16.1 hh, Chestnut ",Oldenburg,Gelding,13.0,
ehorses.com,"Thoroughbred, Gelding, 4 years, 15.1 hh, Brown",Thoroughbred,Gelding,4 years,28889,"Le Breil, Vieux-Pont-en-Auge, FR",https://www.ehorses.com/thoroughbred-gelding-4years-15-1-hh-brown-dressagehorses-showjumpers-le-breil-vieux-pont-en-auge/4733621.html,,"Thoroughbred, Gelding, 4 years, 15.1 hh, Brown ",Thoroughbred,Gelding,4.0,
ehorses.com,"Hanoverian, Gelding, 7 years, 16.2 hh, Bay-Dark",Hanoverian,Gelding,7 years,321000,"Kempen, DE",https://www.ehorses.com/hanoverian-gelding-7years-16-2-hh-bay-dark-dressagehorses-showhunter-leisurehorses-kempen/4746106.html,,"Hanoverian, Gelding, 7 years, 16.2 hh, Bay-Dark ",Hanoverian,Gelding,7.0,
ehorses.com,"PRE, Mare, 19 years, 15.2 hh, Grullo",PRE,Mare,19 years,19795,"Achstetten, DE",https://www.ehorses.com/pre-mare-19years-15-2-hh-grullo-leisurehorses-breedinghorses-achstetten/4747754.html,,"PRE, Mare, 19 years, 15.2 hh, Grullo ",Andalusian,Mare,19.0,
ehorses.com,"PRE, Mare, 7 years, 15 hh, Grey",PRE,Mare,7 years,23540,"Jardinito, El (Cordoba) (Finca)Córdoba, ES",https://www.ehorses.com/pre-mare-7years-15-hh-grey-sire-leisurehorses-jardinito-el-cordoba-fincacordoba/4746166.html,,"PRE, Mare, 7 years, 15 hh, Grey ",Andalusian,Mare,7.0,
ehorses.com,"PRE, Stallion, 1 year",PRE,Stallion,1 year,80250,"Las Piñas, ES",https://www.ehorses.com/pre-stallion-1year-dressagehorses-las-pinas/4309043.html,,"PRE, Stallion, 1 year ",Andalusian,Stallion,,
ehorses.com,"PRE, Stallion, 6 years, 16.3 hh, Buckskin",PRE,Stallion,6 years,187250,"La Cabrera, ES",https://www.ehorses.com/pre-stallion-6years-16-3-hh-buckskin-baroquehorses-breedinghorses-sire-dressagehorses-la-cabrera/4745549.html,,"PRE, Stallion, 6 years, 16.3 hh, Buckskin ",Andalusian,Stallion,6.0,
ehorses.com,"PRE, Stallion, 3 years, 17 hh, Black",PRE,Stallion,3 years,128399,"El Real De La Jara, ES",https://www.ehorses.com/pre-stallion-3years-17-hh-black-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-el-real-de-la-jara/4655716.html,,"PRE, Stallion, 3 years, 17 hh, Black ",Andalusian,Stallion,3.0,
ehorses.com,"Lusitano, Stallion, 10 years, 16 hh, Black",Lusitano,Stallion,10 years,909499,"Santa Perpetua de Mogoda, ES",https://www.ehorses.com/lusitano-stallion-10years-16-hh-black-dressagehorses-working-equitation-horses-showhorses-breedinghorses-santa-perpetua-de-mogoda/4653461.html,,"Lusitano, Stallion, 10 years, 16 hh, Black ",Lusitano,Stallion,10.0,
ehorses.com,"Oldenburg, Mare, 10 years, 16,1 hh, Black",Oldenburg,Mare,10 years,133750,"Bramsche, DE",https://www.ehorses.com/oldenburg-mare-10years-161-hh-black-breedinghorses-showjumpers-dressagehorses-bramsche/4387231.html,,"Oldenburg, Mare, 10 years, 16,1 hh, Black ",Oldenburg,Mare,10.0,
ehorses.com,"Welsh B, Gelding, 7 years, 12,1 hh, Chestnut-Red",Welsh B,Gelding,7 years,37450,"Rechnitz, AT",https://www.ehorses.com/welsh-b-gelding-7years-121-hh-chestnut-red-leisurehorses-showjumpers-carriagehorses-dressagehorses-rechnitz/4727846.html,,"Welsh B, Gelding, 7 years, 12,1 hh, Chestnut-Red ",Welsh,Gelding,7.0,
ehorses.com,"PRE, Gelding, 1 year, 16 hh, Grey",PRE,Gelding,1 year,26750,"Córdoba, ES",https://www.ehorses.com/pre-gelding-1year-16-hh-grey-dressagehorses-leisurehorses-carriagehorses-cordoba/4745386.html,,"PRE, Gelding, 1 year, 16 hh, Grey ",Andalusian,Gelding,,
ehorses.com,"PRE, Stallion, 1 year, 16 hh, Brown",PRE,Stallion,1 year,28889,"Córdoba, ES",https://www.ehorses.com/pre-stallion-1year-16-hh-brown-eventinghorses-dressagehorses-cordoba/4745377.html,,"PRE, Stallion, 1 year, 16 hh, Brown ",Andalusian,Stallion,,
ehorses.com,"PRE, Gelding, 14 years, 15,1 hh, Brown",PRE,Gelding,14 years,41730,"Neustadt (Wied), DE",https://www.ehorses.com/pre-gelding-14years-151-hh-brown-leisurehorses-working-equitation-horses-showjumpers-dressagehorses-neustadt-wied/4745287.html,,"PRE, Gelding, 14 years, 15,1 hh, Brown ",Andalusian,Gelding,14.0,
ehorses.com,"PRE, Stallion, 1 year, 16 hh, Brown",PRE,Stallion,1 year,26750,"Córdoba, ES",https://www.ehorses.com/pre-stallion-1year-16-hh-brown-eventinghorses-dressagehorses-cordoba/4745365.html,,"PRE, Stallion, 1 year, 16 hh, Brown ",Andalusian,Stallion,,
ehorses.com,"PRE, Gelding, 17 years, 15,2 hh, Grey",PRE,Gelding,17 years,31029,"Neustadt (Wied), DE",https://www.ehorses.com/pre-gelding-17years-152-hh-grey-leisurehorses-dressagehorses-neustadt-wied/4745284.html,,"PRE, Gelding, 17 years, 15,2 hh, Grey ",Andalusian,Gelding,17.0,
ehorses.com,"Oldenburg-International (OS), Mare, 3 years, 16,2 hh, Grey-Dapple",Oldenburg-International (OS),Mare,3 years,321000,"Lübtheen, DE",https://www.ehorses.com/oldenburg-international-os-mare-3years-162-hh-grey-dapple-showjumpers-breedinghorses-eventinghorses-dressagehorses-luebtheen/4748545.html,,"Oldenburg-International (OS), Mare, 3 years, 16,2 hh, Grey-Dapple ",Oldenburg,Mare,3.0,
ehorses.com,"PRE, Gelding, 6 years, 16,1 hh, Grey",PRE,Gelding,6 years,80250,"Asperup, DK",https://www.ehorses.com/pre-gelding-6years-161-hh-grey-dressagehorses-baroquehorses-showjumpers-asperup/4744166.html,,"PRE, Gelding, 6 years, 16,1 hh, Grey ",Andalusian,Gelding,6.0,
ehorses.com,"PRE, Stallion, 1 year, 16 hh, Grey",PRE,Stallion,1 year,26750,"Jardinito, El (Cordoba) (Finca), ES",https://www.ehorses.com/pre-stallion-1year-16-hh-grey-eventinghorses-dressagehorses-jardinito-el-cordoba-finca/4744006.html,,"PRE, Stallion, 1 year, 16 hh, Grey ",Andalusian,Stallion,,
ehorses.com,"PRE, Stallion, 3 years, 15,2 hh, Grey-Dapple",PRE,Stallion,3 years,48150,"Tabernas, ES",https://www.ehorses.com/pre-stallion-3years-152-hh-grey-dapple-eventinghorses-working-equitation-horses-leisurehorses-dressagehorses-tabernas/4743951.html,,"PRE, Stallion, 3 years, 15,2 hh, Grey-Dapple ",Andalusian,Stallion,3.0,
ehorses.com,"KWPN, Stallion, 3 years, 16,2 hh, Grey-Dapple",KWPN,Stallion,3 years,74900,"Békés, HU",https://www.ehorses.com/kwpn-stallion-3years-162-hh-grey-dapple-showjumpers-bekes/4676926.html,,"KWPN, Stallion, 3 years, 16,2 hh, Grey-Dapple ",KWPN,Stallion,3.0,
ehorses.com,"PRE, Stallion, 4 years, 15,2 hh, Dun",PRE,Stallion,4 years,64199,"Tabernas, ES",https://www.ehorses.com/pre-stallion-4years-152-hh-dun-eventinghorses-working-equitation-horses-breedinghorses-leisurehorses-tabernas/4743934.html,,"PRE, Stallion, 4 years, 15,2 hh, Dun ",Andalusian,Stallion,4.0,
ehorses.com,"PRE, Stallion, 3 years, 15,3 hh, Perlino",PRE,Stallion,3 years,187250,"Povinz Malaga, ES",https://www.ehorses.com/pre-stallion-3years-153-hh-perlino-breedinghorses-working-equitation-horses-baroquehorses-dressagehorses-povinz-malaga/4743929.html,,"PRE, Stallion, 3 years, 15,3 hh, Perlino ",Andalusian,Stallion,3.0,
ehorses.com,"PRE, Stallion, 2 years, 15,2 hh, Brown",PRE,Stallion,2 years,26750,"Tabernas, ES",https://www.ehorses.com/pre-stallion-2years-152-hh-brown-eventinghorses-doma-vaquera-working-equitation-horses-leisurehorses-tabernas/4743902.html,,"PRE, Stallion, 2 years, 15,2 hh, Brown ",Andalusian,Stallion,2.0,
ehorses.com,"PRE, Stallion, 4 years, 16 hh, Grey-Dark-Tan",PRE,Stallion,4 years,133750,"Vejer de la Frontera, ES",https://www.ehorses.com/pre-stallion-4years-16-hh-grey-dark-tan-leisurehorses-working-equitation-horses-dressagehorses-vejer-de-la-frontera/4743763.html,,"PRE, Stallion, 4 years, 16 hh, Grey-Dark-Tan ",Andalusian,Stallion,4.0,
ehorses.com,"PRE, Mare, 2 years, 15,2 hh, Brown",PRE,Mare,2 years,133750,"vejer de la frontera, ES",https://www.ehorses.com/pre-mare-2years-152-hh-brown-dressagehorses-working-equitation-horses-leisurehorses-vejer-de-la-frontera/4743706.html,,"PRE, Mare, 2 years, 15,2 hh, Brown ",Andalusian,Mare,2.0,
ehorses.com,"Oldenburg, Mare, 6 years, 16,1 hh, Chestnut-Red",Oldenburg,Mare,6 years,133750,"Achtrup, DE",https://www.ehorses.com/oldenburg-mare-6years-161-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-achtrup/4654039.html,,"Oldenburg, Mare, 6 years, 16,1 hh, Chestnut-Red ",Oldenburg,Mare,6.0,
ehorses.com,"PRE Mix, Gelding, 13 years, 15,2 hh, Grey",PRE Mix,Gelding,13 years,133750,"Stipsdorf, DE",https://www.ehorses.com/pre-gelding-13years-152-hh-grey-baroquehorses-working-equitation-horses-showhorses-leisurehorses-stipsdorf/4749541.html,,"PRE Mix, Gelding, 13 years, 15,2 hh, Grey ",Andalusian,Gelding,13.0,
ehorses.com,"Friesian horses, Mare, 4 years, 16,1 hh",Friesian horses,Mare,4 years,96300,"Dalen, NL",https://www.ehorses.com/friesian-horses-mare-4years-161-hh-leisurehorses-dalen/4512865.html,,"Friesian horses, Mare, 4 years, 16,1 hh ",Friesian,Mare,4.0,
ehorses.com,"Oldenburg, Mare, 16 years, 16 hh, Bay-Dark",Oldenburg,Mare,16 years,40125,"Dassel, DE",https://www.ehorses.com/oldenburg-mare-16years-16-hh-bay-dark-dressagehorses-showjumpers-dassel/4623869.html,,"Oldenburg, Mare, 16 years, 16 hh, Bay-Dark ",Oldenburg,Mare,16.0,
ehorses.com,"Anglo European Studbook, Gelding, 5 years, 15,3 hh, Brown",Anglo European Studbook,Gelding,5 years,63129,"Zieuwent, NL",https://www.ehorses.com/anglo-european-studbook-gelding-5years-153-hh-brown-showjumpers-eventinghorses-dressagehorses-zieuwent/4748511.html,,"Anglo European Studbook, Gelding, 5 years, 15,3 hh, Brown ",Anglo-Arabian,Gelding,5.0,
ehorses.com,"Arabian horses, Mare, 4 years, 15,1 hh, Chestnut-Red",Arabian horses,Mare,4 years,85600,"Amtzell, DE",https://www.ehorses.com/arabian-horses-mare-4years-151-hh-chestnut-red-endurancehorses-breedinghorses-leisurehorses-dressagehorses-amtzell/4206638.html,,"Arabian horses, Mare, 4 years, 15,1 hh, Chestnut-Red ",Arabian,Mare,4.0,
ehorses.com,"Arabian horses, Mare, 12 years, 14,3 hh, Grey",Arabian horses,Mare,12 years,85600,"Amtzell, DE",https://www.ehorses.com/arabian-horses-mare-12years-143-hh-grey-leisurehorses-amtzell/4742202.html,,"Arabian horses, Mare, 12 years, 14,3 hh, Grey ",Arabian,Mare,12.0,
ehorses.com,"KWPN, Gelding, 5 years, 16 hh, Black",KWPN,Gelding,5 years,133750,"Oosterhout, NL",https://www.ehorses.com/kwpn-gelding-5years-16-hh-black-sire-oosterhout/4748060.html,,"KWPN, Gelding, 5 years, 16 hh, Black ",KWPN,Gelding,5.0,
ehorses.com,"Westphalian, Mare, 4 years, 15,3 hh, Black",Westphalian,Mare,4 years,105930,"Wachtendonk, DE",https://www.ehorses.com/westphalian-mare-4years-153-hh-black-dressagehorses-showjumpers-leisurehorses-wachtendonk/4723412.html,,"Westphalian, Mare, 4 years, 15,3 hh, Black ",Westphalian,Mare,4.0,
ehorses.com,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",Hanoverian,Gelding,4 years,588500,"Coin, ES",https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red ",Hanoverian,Gelding,4.0,
ehorses.com,"Oldenburg, Gelding, 7 years, Chestnut-Red",Oldenburg,Gelding,7 years,187250,"WilnsdorfWilnsdorf, DE",https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,,"Oldenburg, Gelding, 7 years, Chestnut-Red ",Oldenburg,Gelding,7.0,
ehorses.com,"Connemara Mix, Gelding, 10 years, 14.2 hh, Grey",Connemara Mix,Gelding,10 years,105930,"Wachtendonk, DE",https://www.ehorses.com/connemara-gelding-10years-14-2-hh-grey-showjumpers-leisurehorses-dressagehorses-wachtendonk/4737452.html,,"Connemara Mix, Gelding, 10 years, 14.2 hh, Grey ",Connemara,Gelding,10.0,
ehorses.com,"Holstein, Mare, 14 years, 16 hh, Smoky-Black",Holstein,Mare,14 years,95230,"Wachtendonk, DE",https://www.ehorses.com/holstein-mare-14years-16-hh-smoky-black-showjumpers-leisurehorses-dressagehorses-wachtendonk/4747107.html,,"Holstein, Mare, 14 years, 16 hh, Smoky-Black ",Holsteiner,Mare,14.0,
ehorses.com,"Hanoverian, Mare, 6 years, 16 hh, Bay-Dark",Hanoverian,Mare,6 years,133750,"Kempen, DE",https://www.ehorses.com/hanoverian-mare-6years-16-hh-bay-dark-dressagehorses-showjumpers-showhunter-leisurehorses-kempen/4721595.html,,"Hanoverian, Mare, 6 years, 16 hh, Bay-Dark ",Hanoverian,Mare,6.0,
ehorses.com,"KWPN, Gelding, 5 years, 16 hh",KWPN,Gelding,5 years,267500,"Schladming, AT",https://www.ehorses.com/kwpn-gelding-5years-16-hh-showjumpers-schladming/4498498.html,,"KWPN, Gelding, 5 years, 16 hh ",KWPN,Gelding,5.0,
ehorses.com,"Hanoverian, Gelding, 12 years, 17 hh, Grey",Hanoverian,Gelding,12 years,149800,"Heinsberg, DE",https://www.ehorses.com/hanoverian-gelding-12years-17-hh-grey-showjumpers-hunter-leisurehorses-dressagehorses-heinsberg/4739325.html,,"Hanoverian, Gelding, 12 years, 17 hh, Grey ",Hanoverian,Gelding,12.0,
ehorses.com,"PRE, Stallion, 4 years, 16 hh, Grey-Dapple",PRE,Stallion,4 years,64199,"Sagunt/Sagunto, ES",https://www.ehorses.com/pre-stallion-4years-16-hh-grey-dapple-working-equitation-horses-doma-vaquera-gaitedhorses-baroquehorses-saguntsagunto/4231893.html,,"PRE, Stallion, 4 years, 16 hh, Grey-Dapple ",Andalusian,Stallion,4.0,
ehorses.com,"Hanoverian, Gelding, 5 years, 16.3 hh, Brown",Hanoverian,Gelding,5 years,235399,"Burscheid, DE",https://www.ehorses.com/hanoverian-gelding-5years-16-3-hh-brown-dressagehorses-burscheid/4728705.html,,"Hanoverian, Gelding, 5 years, 16.3 hh, Brown ",Hanoverian,Gelding,5.0,
ehorses.com,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",Hanoverian,Gelding,4 years,187250,"Tiddische, DE",https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-eventinghorses-tiddische/4520626.html,,"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red ",Hanoverian,Gelding,4.0,
ehorses.com,"PRE Mix, Stallion, 3 years, 15.3 hh, Buckskin",PRE Mix,Stallion,3 years,101650,"Logroño, ES",https://www.ehorses.com/pre-stallion-3years-15-3-hh-buckskin-leisurehorses-working-equitation-horses-logrono/4748445.html,,"PRE Mix, Stallion, 3 years, 15.3 hh, Buckskin ",Andalusian,Stallion,3.0,
