source,id,title,price,currency,location,type,age,gender,url
avito.ma,https://www.avito.ma/fr/autre_secteur/jardin/Pompe_3_chevaux_220V_57343754,Pompe 3 chevaux 220V,1450,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/jardin/Pompe_3_chevaux_220V_57343754.htm
avito.ma,https://www.avito.ma/fr/chichaoua/terrains_et_fermes/Ferme_à_vendre_6_hectares_avec_puits_de_1_mètre_de_large_et_cour_57343102,Ferme à vendre 6 hectares avec puits de 1 mètre de large et cour,650000,MAD,,Cheval,,,https://www.avito.ma/fr/chichaoua/terrains_et_fermes/Ferme_à_vendre_6_hectares_avec_puits_de_1_mètre_de_large_et_cour_57343102.htm
avito.ma,https://www.avito.ma/fr/chichaoua/terrains_et_fermes/Ferme_à_vendre_6_hectares_avec_puits_de_1_mètre_de_large_et_cour_57343102,Ferme à vendre 6 hectares avec puits de 1 mètre de large et cour,650000,MAD,,Cheval,,,https://www.avito.ma/fr/chichaoua/terrains_et_fermes/Ferme_à_vendre_6_hectares_avec_puits_de_1_mètre_de_large_et_cour_57343102.htm
avito.ma,https://www.avito.ma/fr/sidi_ali_ben_hamdouche/accessoires_pour_animaux/Mangeoires_chevaux_57294757,Mangeoires chevaux,1000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_ali_ben_hamdouche/accessoires_pour_animaux/Mangeoires_chevaux_57294757.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/Selles_de_chevaux_57292600,Selles de chevaux,2500,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/Selles_de_chevaux_57292600.htm
avito.ma,https://www.avito.ma/fr/oasis/jouets/Cheval_à_bascule_57285612,Cheval à bascule,600,MAD,,Cheval,,,https://www.avito.ma/fr/oasis/jouets/Cheval_à_bascule_57285612.htm
avito.ma,https://www.avito.ma/fr/aïn_chock/arts_et_collections/Ensemble_d_antiquités_en_cuivre__pièce_de_chevalerie_et_étoile_à_six_branches_57307754,"Ensemble d'antiquités en cuivre, pièce de chevalerie et étoile à six branches",1000,MAD,,Cheval,,,https://www.avito.ma/fr/aïn_chock/arts_et_collections/Ensemble_d_antiquités_en_cuivre__pièce_de_chevalerie_et_étoile_à_six_branches_57307754.htm
avito.ma,https://www.avito.ma/fr/sidi_ali_ben_hamdouche/accessoires_pour_animaux/Mangeoires_chevaux_57294757,Mangeoires chevaux,1000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_ali_ben_hamdouche/accessoires_pour_animaux/Mangeoires_chevaux_57294757.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/Selles_de_chevaux_57292600,Selles de chevaux,2500,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/animaux_de_ferme/Selles_de_chevaux_57292600.htm
avito.ma,https://www.avito.ma/fr/al_qods/pièces_et_accessoires_pour_véhicules/Moteur_électrique_3Hp_57292272,Moteur électrique 3Hp,1500,MAD,,Cheval,,,https://www.avito.ma/fr/al_qods/pièces_et_accessoires_pour_véhicules/Moteur_électrique_3Hp_57292272.htm
avito.ma,https://www.avito.ma/fr/massira_3/gaming/Ghost_of_Yotei____Collector_s_Edition___PS5_57271059,Ghost of Yotei™ – Collector’s Edition – PS5,3797,MAD,,Cheval,,,https://www.avito.ma/fr/massira_3/gaming/Ghost_of_Yotei____Collector_s_Edition___PS5_57271059.htm
avito.ma,https://www.avito.ma/fr/mellila/terrains_et_fermes/Terrain_titre_foncier_à_vendre_à_Benslimane_57257095,Terrain titre foncier à vendre à Benslimane,600000,MAD,,Cheval,,,https://www.avito.ma/fr/mellila/terrains_et_fermes/Terrain_titre_foncier_à_vendre_à_Benslimane_57257095.htm
avito.ma,https://www.avito.ma/fr/sidi_kacem/jardin/Équipements_de_puits_57255299,Équipements de puits,4000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_kacem/jardin/Équipements_de_puits_57255299.htm
avito.ma,https://www.avito.ma/fr/el_qaria/animaux_de_ferme/Pouliche_Arab_Barb_57216982,Pouliche Arab-Barb,9000,MAD,,Cheval,,,https://www.avito.ma/fr/el_qaria/animaux_de_ferme/Pouliche_Arab_Barb_57216982.htm
avito.ma,https://www.avito.ma/fr/el_qaria/animaux_de_ferme/Pouliche_Arab_Barb_57216982,Pouliche Arab-Barb,9000,MAD,,Cheval,,,https://www.avito.ma/fr/el_qaria/animaux_de_ferme/Pouliche_Arab_Barb_57216982.htm
avito.ma,https://www.avito.ma/fr/hay_boudir/cordes/Violon_4_4_en_bois_massif_56916603,Violon 4/4 en bois massif,950,MAD,,Cheval,,,https://www.avito.ma/fr/hay_boudir/cordes/Violon_4_4_en_bois_massif_56916603.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/animaux_domestique/Cheval_pur_sang_arabe_avec_pedigree_57176882,Cheval pur-sang arabe avec pedigree,45000,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/animaux_domestique/Cheval_pur_sang_arabe_avec_pedigree_57176882.htm
avito.ma,https://www.avito.ma/fr/foum_el_oued/animaux_domestique/Cheval_double_poney_57159389,Cheval double poney,3000,MAD,,Cheval,,,https://www.avito.ma/fr/foum_el_oued/animaux_domestique/Cheval_double_poney_57159389.htm
avito.ma,https://www.avito.ma/fr/figuig/animaux_de_ferme/Cheval_à_vendre_57152628,Cheval à vendre,6000,MAD,,Cheval,,,https://www.avito.ma/fr/figuig/animaux_de_ferme/Cheval_à_vendre_57152628.htm
avito.ma,https://www.avito.ma/fr/taourirt/fourgon_et_minibus/Kia_Pregio_Diesel_Manuelle_1996_à_Taourirt_56310469,Kia Pregio Diesel Manuelle 1996 à Taourirt,60000,MAD,,Cheval,,,https://www.avito.ma/fr/taourirt/fourgon_et_minibus/Kia_Pregio_Diesel_Manuelle_1996_à_Taourirt_56310469.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/autre_matériel_professionel/Compresseur_silencieux_100L_Monophasé_3_HP_GTS_Pro_57154030,Compresseur silencieux 100L Monophasé 3 HP GTS Pro,5400,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/autre_matériel_professionel/Compresseur_silencieux_100L_Monophasé_3_HP_GTS_Pro_57154030.htm
avito.ma,https://www.avito.ma/fr/hamza/matériel_agricole/Tronçonneuse_Alpina_ACS_538__14__38_5cc_Barre_35cm_1_6kW_57145729,Tronçonneuse Alpina ACS 538 (14) 38.5cc Barre 35cm 1.6kW,1500,MAD,,Cheval,,,https://www.avito.ma/fr/hamza/matériel_agricole/Tronçonneuse_Alpina_ACS_538__14__38_5cc_Barre_35cm_1_6kW_57145729.htm
avito.ma,https://www.avito.ma/fr/abi_horaira/arts_et_collections/SELLE_CHEVAL_EN_CUIR_ET_GRAVURE_MAGNIFIQUE_57105469,SELLE CHEVAL EN CUIR ET GRAVURE MAGNIFIQUE,4500,MAD,,Cheval,,,https://www.avito.ma/fr/abi_horaira/arts_et_collections/SELLE_CHEVAL_EN_CUIR_ET_GRAVURE_MAGNIFIQUE_57105469.htm
avito.ma,https://www.avito.ma/fr/sidi_allal_el_bahraoui/terrains_et_fermes/TERRAIN_ZONE_VILLA_57145037,TERRAIN ZONE VILLA,639000,MAD,,Cheval,,,https://www.avito.ma/fr/sidi_allal_el_bahraoui/terrains_et_fermes/TERRAIN_ZONE_VILLA_57145037.htm
avito.ma,https://www.avito.ma/fr/autre_secteur/pièces_et_accessoires_pour_véhicules/Nissan_Murano_Z50_joint_de_culasse_HS_57139072,Nissan Murano Z50 joint de culasse HS,25000,MAD,,Cheval,,,https://www.avito.ma/fr/autre_secteur/pièces_et_accessoires_pour_véhicules/Nissan_Murano_Z50_joint_de_culasse_HS_57139072.htm
avito.ma,https://www.avito.ma/fr/route_d_ourika/jouets/Lot_de_17_pieces_57125473,Lot de 17 pieces,1200,MAD,,Cheval,,,https://www.avito.ma/fr/route_d_ourika/jouets/Lot_de_17_pieces_57125473.htm
avito.ma,https://www.avito.ma/fr/ait_baha/fourgon_et_minibus/Voiture_Trafic_57113450,Voiture Trafic,42000,MAD,,Cheval,,,https://www.avito.ma/fr/ait_baha/fourgon_et_minibus/Voiture_Trafic_57113450.htm
avito.ma,https://www.avito.ma/fr/khénifra/animaux_domestique/Cheval_à_vendre_57106701,Cheval à vendre,15000,MAD,,Cheval,,,https://www.avito.ma/fr/khénifra/animaux_domestique/Cheval_à_vendre_57106701.htm
avito.ma,https://www.avito.ma/fr/abi_horaira/arts_et_collections/SELLE_CHEVAL_EN_CUIR_ET_GRAVURE_MAGNIFIQUE_57105469,SELLE CHEVAL EN CUIR ET GRAVURE MAGNIFIQUE,4500,MAD,,Cheval,,,https://www.avito.ma/fr/abi_horaira/arts_et_collections/SELLE_CHEVAL_EN_CUIR_ET_GRAVURE_MAGNIFIQUE_57105469.htm
avito.ma,https://www.avito.ma/fr/al_boustane/animation/Billets_de_spectacle_salon_de_cheval_57022313,Billets de spectacle salon de cheval,800,MAD,,Cheval,,,https://www.avito.ma/fr/al_boustane/animation/Billets_de_spectacle_salon_de_cheval_57022313.htm
avito.ma,https://www.avito.ma/fr/al_boustane/animation/Billets_de_spectacle_salon_de_cheval_57022313,Billets de spectacle salon de cheval,800,MAD,,Cheval,,,https://www.avito.ma/fr/al_boustane/animation/Billets_de_spectacle_salon_de_cheval_57022313.htm
